SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
188049009,Malignant melanoma of axilla (disorder),Malignancy and immunosuppression ,0
188050009,Malignant melanoma of breast (disorder),Malignancy and immunosuppression ,0
188051008,Malignant melanoma of buttock (disorder),Malignancy and immunosuppression ,0
188052001,Malignant melanoma of groin (disorder),Malignancy and immunosuppression ,0
188054000,Malignant melanoma of perineum (disorder),Malignancy and immunosuppression ,0
188055004,Malignant melanoma of umbilicus (disorder),Malignancy and immunosuppression ,0
188060000,Malignant melanoma of shoulder (disorder),Malignancy and immunosuppression ,0
188061001,Malignant melanoma of upper arm (disorder),Malignancy and immunosuppression ,0
188062008,Malignant melanoma of forearm (disorder),Malignancy and immunosuppression ,0
188063003,Malignant melanoma of hand (disorder),Malignancy and immunosuppression ,0
188064009,Malignant melanoma of finger (disorder),Malignancy and immunosuppression ,0
188065005,Malignant melanoma of thumb (disorder),Malignancy and immunosuppression ,0
188067002,Malignant melanoma of lower limb and hip (disorder),Malignancy and immunosuppression ,0
188068007,Malignant melanoma of hip (disorder),Malignancy and immunosuppression ,0
188069004,Malignant melanoma of thigh (disorder),Malignancy and immunosuppression ,0
188070003,Malignant melanoma of knee (disorder),Malignancy and immunosuppression ,0
188071004,Malignant melanoma of popliteal fossa area (disorder),Malignancy and immunosuppression ,0
188072006,Malignant melanoma of lower leg (disorder),Malignancy and immunosuppression ,0
188073001,Malignant melanoma of ankle (disorder),Malignancy and immunosuppression ,0
188074007,Malignant melanoma of heel (disorder),Malignancy and immunosuppression ,0
188075008,Malignant melanoma of foot (disorder),Malignancy and immunosuppression ,0
188076009,Malignant melanoma of toe (disorder),Malignancy and immunosuppression ,0
188077000,Malignant melanoma of great toe (disorder),Malignancy and immunosuppression ,0
188102008,Malignant neoplasm of scalp and/or skin of neck (disorder),Malignancy and immunosuppression ,0
188147009,Malignant neoplasm of nipple and areola of female breast (disorder),Malignancy and immunosuppression ,0
188151006,Malignant neoplasm of central part of female breast (disorder),Malignancy and immunosuppression ,0
188152004,Malignant neoplasm of upper-inner quadrant of female breast (disorder),Malignancy and immunosuppression ,0
188153009,Malignant neoplasm of lower-inner quadrant of female breast (disorder),Malignancy and immunosuppression ,0
188154003,Malignant neoplasm of upper-outer quadrant of female breast (disorder),Malignancy and immunosuppression ,0
188155002,Malignant neoplasm of lower-outer quadrant of female breast (disorder),Malignancy and immunosuppression ,0
188156001,Malignant neoplasm of axillary tail of female breast (disorder),Malignancy and immunosuppression ,0
188157005,"Malignant neoplasm, overlapping lesion of breast (disorder)",Malignancy and immunosuppression ,0
188163001,Malignant neoplasm of nipple and areola of male breast (disorder),Malignancy and immunosuppression ,0
188176007,Malignant neoplasm of endocervical canal (disorder),Malignancy and immunosuppression ,0
188177003,Malignant neoplasm of endocervical gland (disorder),Malignancy and immunosuppression ,0
188180002,"Malignant neoplasm, overlapping lesion of cervix uteri (disorder)",Malignancy and immunosuppression ,0
188183000,Malignant neoplasm of cervical stump (disorder),Malignancy and immunosuppression ,0
188184006,Malignant neoplasm of squamocolumnar junction of cervix (disorder),Malignancy and immunosuppression ,0
188188009,Choriocarcinoma (disorder),Malignancy and immunosuppression ,0
188189001,"Malignant neoplasm of corpus uteri, excluding isthmus (disorder)",Malignancy and immunosuppression ,0
188190005,Malignant neoplasm of cornu of corpus uteri (disorder),Malignancy and immunosuppression ,0
188191009,Malignant neoplasm of fundus of corpus uteri (disorder),Malignancy and immunosuppression ,0
188192002,Malignant neoplasm of endometrium of corpus uteri (disorder),Malignancy and immunosuppression ,0
188193007,Malignant neoplasm of myometrium of corpus uteri (disorder),Malignancy and immunosuppression ,0
188195000,Malignant neoplasm of isthmus of uterine body (disorder),Malignancy and immunosuppression ,0
188198003,Malignant neoplasm of overlapping lesion of corpus uteri (disorder),Malignancy and immunosuppression ,0
188209005,Malignant neoplasm of vaginal vault (disorder),Malignancy and immunosuppression ,0
188211001,Malignant neoplasm of greater vestibular (Bartholin's) gland (disorder),Malignancy and immunosuppression ,0
188219004,Malignant tumor of undescended testis (disorder),Malignancy and immunosuppression ,0
188220005,Malignant tumor of ectopic testis (disorder),Malignancy and immunosuppression ,0
188230001,Malignant tumor of body of penis (disorder),Malignancy and immunosuppression ,0
188234005,Malignant tumor of seminal vesicle (disorder),Malignancy and immunosuppression ,0
188239000,Malignant tumor of trigone of urinary bladder (disorder),Malignancy and immunosuppression ,0
188240003,Malignant tumor of vault of bladder (disorder),Malignancy and immunosuppression ,0
188241004,Malignant neoplasm of lateral wall of urinary bladder (disorder),Malignancy and immunosuppression ,0
188242006,Malignant neoplasm of anterior wall of urinary bladder (disorder),Malignancy and immunosuppression ,0
188243001,Malignant neoplasm of posterior wall of urinary bladder (disorder),Malignancy and immunosuppression ,0
188244007,Malignant tumor of bladder neck (disorder),Malignancy and immunosuppression ,0
188245008,Malignant tumor of ureteric orifice (disorder),Malignancy and immunosuppression ,0
188247000,"Malignant neoplasm, overlapping lesion of bladder (disorder)",Malignancy and immunosuppression ,0
188250002,Malignant tumor of kidney parenchyma (disorder),Malignancy and immunosuppression ,0
188252005,Malignant tumor of renal calyx (disorder),Malignancy and immunosuppression ,0
188253000,Malignant tumor of pelviureteric junction (disorder),Malignancy and immunosuppression ,0
188256008,Malignant neoplasm of overlapping lesion of urinary organs (disorder),Malignancy and immunosuppression ,0
188261005,"Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid (disorder)",Malignancy and immunosuppression ,0
188263008,Malignant tumor of ciliary body (disorder),Malignancy and immunosuppression ,0
188264002,Malignant tumor of iris (disorder),Malignancy and immunosuppression ,0
188269007,Malignant neoplasm of extraocular muscle of orbit (disorder),Malignancy and immunosuppression ,0
188272000,Malignant tumor of lacrimal gland (disorder),Malignancy and immunosuppression ,0
188273005,Malignant neoplasm of lacrimal sac (disorder),Malignancy and immunosuppression ,0
188274004,Malignant neoplasm of nasolacrimal duct (disorder),Malignancy and immunosuppression ,0
188280007,Malignant neoplasm of cerebrum (excluding lobes and ventricles) (disorder),Malignancy and immunosuppression ,0
188281006,Malignant neoplasm of basal ganglia (disorder),Malignancy and immunosuppression ,0
188285002,Malignant neoplasm of globus pallidus (disorder),Malignancy and immunosuppression ,0
188286001,Malignant tumor of hypothalamus (disorder),Malignancy and immunosuppression ,0
188287005,Malignant neoplasm of thalamus (disorder),Malignancy and immunosuppression ,0
188289008,Malignant neoplasm of hippocampus (disorder),Malignancy and immunosuppression ,0
188292007,Malignant tumor of choroid plexus (disorder),Malignancy and immunosuppression ,0
188295009,Malignant neoplasm of cerebral peduncle (disorder),Malignancy and immunosuppression ,0
188301005,Malignant neoplasm of corpus callosum (disorder),Malignancy and immunosuppression ,0
188321006,Malignant neoplasm of peripheral nerves and autonomic nervous system (disorder),Malignancy and immunosuppression ,0
188322004,"Malignant neoplasm of peripheral nerves of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188325002,Malignant neoplasm of peripheral nerve of thorax (disorder),Malignancy and immunosuppression ,0
188326001,Malignant neoplasm of peripheral nerve of abdomen (disorder),Malignancy and immunosuppression ,0
188339002,Malignant neoplasm of pituitary gland and craniopharyngeal duct (disorder),Malignancy and immunosuppression ,0
188340000,Malignant tumor of craniopharyngeal duct (disorder),Malignancy and immunosuppression ,0
188353002,"Malignant neoplasm of head, neck and face (disorder)",Malignancy and immunosuppression ,0
188361007,Malignant neoplasm of thorax (disorder),Malignancy and immunosuppression ,0
188366002,Malignant neoplasm of abdomen (disorder),Malignancy and immunosuppression ,0
188445006,Secondary malignant neoplasm of retroperitoneum and peritoneum (disorder),Malignancy and immunosuppression ,0
188454009,Secondary malignant neoplasm of skin of head (disorder),Malignancy and immunosuppression ,0
188458007,Secondary malignant neoplasm of skin of shoulder and arm (disorder),Malignancy and immunosuppression ,0
188462001,Secondary malignant neoplasm of brain and spinal cord (disorder),Malignancy and immunosuppression ,0
188469005,Secondary malignant neoplasm of cervix uteri (disorder),Malignancy and immunosuppression ,0
188478004,Malignant neoplasms of independent (primary) multiple sites (disorder),Malignancy and immunosuppression ,0
188492005,Reticulosarcoma of lymph nodes of axilla and upper limb (disorder),Malignancy and immunosuppression ,0
188498009,Lymphosarcoma (disorder),Malignancy and immunosuppression ,0
188501009,Lymphosarcoma of intrathoracic lymph nodes (disorder),Malignancy and immunosuppression ,0
188502002,Lymphosarcoma of intra-abdominal lymph nodes (disorder),Malignancy and immunosuppression ,0
188510001,"Burkitt's lymphoma of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188512009,Burkitt's tumor of intra-abdominal lymph nodes,Malignancy and immunosuppression ,0
188512009,Burkitt tumor of intra-abdominal lymph nodes,Malignancy and immunosuppression ,0
188514005,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb (disorder),Malignancy and immunosuppression ,0
188517003,Burkitt tumor of lymph nodes of multiple sites,Malignancy and immunosuppression ,0
188534006,"Hodgkin's granuloma of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188538009,Hodgkin's granuloma of lymph nodes of inguinal region and lower limb (disorder),Malignancy and immunosuppression ,0
188554007,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188558005,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of axilla and upper limb (disorder)",Malignancy and immunosuppression ,0
188565002,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188566001,"Hodgkin's disease, nodular sclerosis of intrathoracic lymph nodes (disorder)",Malignancy and immunosuppression ,0
188568000,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla and upper limb (disorder)",Malignancy and immunosuppression ,0
188572001,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites (disorder)",Malignancy and immunosuppression ,0
188575004,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188578002,"Hodgkin's disease, mixed cellularity of lymph nodes of axilla and upper limb (disorder)",Malignancy and immunosuppression ,0
188579005,"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region and lower limb (disorder)",Malignancy and immunosuppression ,0
188585003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188589009,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb (disorder)",Malignancy and immunosuppression ,0
188592008,"Hodgkin's disease, lymphocytic depletion of spleen (disorder)",Malignancy and immunosuppression ,0
188593003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites (disorder)",Malignancy and immunosuppression ,0
188609000,"Nodular lymphoma of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188640007,"Malignant histiocytosis of lymph nodes of head, face and neck (disorder)",Malignancy and immunosuppression ,0
188660004,Malignant mast cell tumors (disorder),Malignancy and immunosuppression ,0
188665009,Mast cell malignancy of lymph nodes of axilla and upper limb (disorder),Malignancy and immunosuppression ,0
188672005,Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma (disorder),Malignancy and immunosuppression ,0
188674006,Diffuse malignant lymphoma - small non-cleaved cell (disorder),Malignancy and immunosuppression ,0
188675007,Malignant lymphoma - small cleaved cell (disorder),Malignancy and immunosuppression ,0
188676008,Malignant lymphoma - mixed small and large cell (disorder),Malignancy and immunosuppression ,0
188679001,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse) (disorder),Malignancy and immunosuppression ,0
188718006,"Malignant plasma cell neoplasm, extramedullary plasmacytoma (disorder)",Malignancy and immunosuppression ,0
188725004,Lymphoid leukemia (disorder),Malignancy and immunosuppression ,0
188729005,Adult T-cell leukemia (disorder),Malignancy and immunosuppression ,0
188732008,Myeloid leukemia (disorder),Malignancy and immunosuppression ,0
188734009,Chronic neutrophilic leukemia (disorder),Malignancy and immunosuppression ,0
188736006,Subacute myeloid leukemia (disorder),Malignancy and immunosuppression ,0
188737002,Chloroma (disorder),Malignancy and immunosuppression ,0
188738007,Granulocytic sarcoma (disorder),Malignancy and immunosuppression ,0
188744006,Monocytic leukemia (disorder),Malignancy and immunosuppression ,0
188745007,Chronic monocytic leukemia (disorder),Malignancy and immunosuppression ,0
188754005,Megakaryocytic leukemia (disorder),Malignancy and immunosuppression ,0
188768003,Myelomonocytic leukemia (disorder),Malignancy and immunosuppression ,0
189509003,"Refractory anemia without sideroblasts, so stated (disorder)",Malignancy and immunosuppression ,0
190808009,Polyclonal hypergammaglobulinemia (disorder),Malignancy and immunosuppression ,0
190817009,Macroglobulinemia (disorder),Malignancy and immunosuppression ,0
190923000,Sporadic primary amyloidosis (disorder),Malignancy and immunosuppression ,0
190955000,Histiocytosis X syndrome (disorder),Malignancy and immunosuppression ,0
190959006,Hemophagocytic lymphohistiocytosis due to infection (disorder),Malignancy and immunosuppression ,0
190979003,Selective immunoglobulin A deficiency (disorder),Malignancy and immunosuppression ,0
190980000,Selective immunoglobulin M deficiency (disorder),Malignancy and immunosuppression ,0
190981001,Selective immunoglobulin G deficiency (disorder),Malignancy and immunosuppression ,0
190986006,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia (finding),Malignancy and immunosuppression ,0
190993005,Autosomal recessive severe combined immunodeficiency (disorder),Malignancy and immunosuppression ,0
190996002,Severe combined immunodeficiency with reticular dysgenesis (disorder),Malignancy and immunosuppression ,0
190997006,Severe combined immunodeficiency with low T- and B-cell numbers (disorder),Malignancy and immunosuppression ,0
191001007,Major histocompatibility complex class I deficiency (disorder),Malignancy and immunosuppression ,0
191008001,Immunodeficiency following hereditary defective response to Epstein-Barr virus (disorder),Malignancy and immunosuppression ,0
191011000,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and functions (disorder),Malignancy and immunosuppression ,0
191012007,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders (disorder),Malignancy and immunosuppression ,0
191244003,Aplastic anemia due to chronic disease (disorder),Malignancy and immunosuppression ,0
191246001,Aplastic anemia due to infection (disorder),Malignancy and immunosuppression ,0
191256002,Idiopathic aplastic anemia (disorder),Malignancy and immunosuppression ,0
191347008,Cyclical neutropenia (disorder),Malignancy and immunosuppression ,0
191357009,Eosinophilic disorder (disorder),Malignancy and immunosuppression ,0
191360002,Drug-induced eosinophilia (disorder),Malignancy and immunosuppression ,0
191382009,Chronic congestive splenomegaly (disorder),Malignancy and immunosuppression ,0
193370005,Proliferative retinopathy due to sickle cell disease (disorder),Malignancy and immunosuppression ,0
195136004,Rheumatoid myocarditis (disorder),Malignancy and immunosuppression ,0
197478000,Congenital celiac disease (disorder),Malignancy and immunosuppression ,0
197479008,Acquired celiac disease (disorder),Malignancy and immunosuppression ,0
197747000,Renal tubulo-interstitial disorders in transplant rejection (disorder),Malignancy and immunosuppression ,0
201764007,Rheumatoid arthritis of cervical spine (disorder),Malignancy and immunosuppression ,0
201766009,Rheumatoid arthritis of shoulder (disorder),Malignancy and immunosuppression ,0
201767000,Rheumatoid arthritis of sternoclavicular joint (disorder),Malignancy and immunosuppression ,0
201768005,Rheumatoid arthritis of acromioclavicular joint (disorder),Malignancy and immunosuppression ,0
201769002,Rheumatoid arthritis of elbow (disorder),Malignancy and immunosuppression ,0
201770001,Rheumatoid arthritis of distal radioulnar joint (disorder),Malignancy and immunosuppression ,0
201771002,Rheumatoid arthritis of wrist (disorder),Malignancy and immunosuppression ,0
201772009,Rheumatoid arthritis of metacarpophalangeal joint (disorder),Malignancy and immunosuppression ,0
201773004,Rheumatoid arthritis of proximal interphalangeal joint of finger (disorder),Malignancy and immunosuppression ,0
201774005,Rheumatoid arthritis of distal interphalangeal joint of finger (disorder),Malignancy and immunosuppression ,0
201775006,Rheumatoid arthritis of hip (disorder),Malignancy and immunosuppression ,0
201776007,Rheumatoid arthritis of sacroiliac joint (disorder),Malignancy and immunosuppression ,0
201777003,Rheumatoid arthritis of knee (disorder),Malignancy and immunosuppression ,0
201778008,Rheumatoid arthritis of tibiofibular joint (disorder),Malignancy and immunosuppression ,0
201779000,Rheumatoid arthritis of ankle (disorder),Malignancy and immunosuppression ,0
201780002,Rheumatoid arthritis of subtalar joint (disorder),Malignancy and immunosuppression ,0
201781003,Rheumatoid arthritis of talonavicular joint (disorder),Malignancy and immunosuppression ,0
201783000,Rheumatoid arthritis of first metatarsophalangeal joint (disorder),Malignancy and immunosuppression ,0
201784006,Rheumatoid arthritis of lesser metatarsophalangeal joint (disorder),Malignancy and immunosuppression ,0
201785007,Rheumatoid arthritis of interphalangeal joint of toe (disorder),Malignancy and immunosuppression ,0
201791009,Flare of rheumatoid arthritis (disorder),Malignancy and immunosuppression ,0
205735005,Hypoplasia of spleen (disorder),Malignancy and immunosuppression ,0
210180009,Closed injury of spleen (disorder),Malignancy and immunosuppression ,0
213148006,Transplanted organ rejection (disorder),Malignancy and immunosuppression ,0
213150003,Kidney transplant failure and rejection (disorder),Malignancy and immunosuppression ,0
213151004,Heart transplant failure and rejection (disorder),Malignancy and immunosuppression ,0
213153001,Liver transplant failure and rejection (disorder),Malignancy and immunosuppression ,0
230156002,Malignant meningitis (disorder),Malignancy and immunosuppression ,0
230598008,Neuropathy caused by human immunodeficiency virus (disorder),Malignancy and immunosuppression ,0
231829006,Malignant neoplasm of eyelid (disorder),Malignancy and immunosuppression ,0
231831002,Squamous cell carcinoma of eyelid (disorder),Malignancy and immunosuppression ,0
231833004,Sebaceous adenocarcinoma of eyelid (disorder),Malignancy and immunosuppression ,0
231834005,Malignant melanoma of eyelid (disorder),Malignancy and immunosuppression ,0
232033003,Sickle cell-hemoglobin C retinopathy (disorder),Malignancy and immunosuppression ,0
232657004,Single lung transplant (procedure),Malignancy and immunosuppression ,0
232658009,Double lung transplant (procedure),Malignancy and immunosuppression ,0
232660006,Bilateral sequential single lung transplant (procedure),Malignancy and immunosuppression ,0
232973007,Allotransplant of heart (procedure),Malignancy and immunosuppression ,0
232974001,Orthotopic allotransplant of heart (procedure),Malignancy and immunosuppression ,0
233691007,Asthmatic pulmonary eosinophilia (disorder),Malignancy and immunosuppression ,0
233692000,Cryptogenic pulmonary eosinophilia (disorder),Malignancy and immunosuppression ,0
233932001,Cardiac transplant disorder (disorder),Malignancy and immunosuppression ,0
233940007,Pulmonary tumor embolism (disorder),Malignancy and immunosuppression ,0
234319005,Splenectomy (procedure),Malignancy and immunosuppression ,0
234331007,Syngeneic bone marrow transplant (procedure),Malignancy and immunosuppression ,0
234334004,Allogeneic related bone marrow transplant (procedure),Malignancy and immunosuppression ,0
234335003,Allogeneic unrelated bone marrow transplant (procedure),Malignancy and immunosuppression ,0
234336002,Hemopoietic stem cell transplant (procedure),Malignancy and immunosuppression ,0
234367000,Pancytopenia with pancreatitis (disorder),Malignancy and immunosuppression ,0
234391009,Sickle cell anemia with high hemoglobin F (disorder),Malignancy and immunosuppression ,0
234417006,T-cell lymphocytosis (disorder),Malignancy and immunosuppression ,0
234423001,Chronic benign neutropenia (disorder),Malignancy and immunosuppression ,0
234424007,Metabolic neutropenia (disorder),Malignancy and immunosuppression ,0
234425008,Autoimmune neutropenia (disorder),Malignancy and immunosuppression ,0
234426009,Corticosteroid-induced neutrophilia (disorder),Malignancy and immunosuppression ,0
234427000,Monocytoid disorder (disorder),Malignancy and immunosuppression ,0
234428005,Lymphocytoid disorder (disorder),Malignancy and immunosuppression ,0
234433009,Myeloperoxidase deficiency (disorder),Malignancy and immunosuppression ,0
234434003,Alders syndrome (disorder),Malignancy and immunosuppression ,0
234437005,Hemophagocytic syndrome,Malignancy and immunosuppression ,0
234503004,Hydatid cyst of spleen caused by Echinococcus (disorder),Malignancy and immunosuppression ,0
234511009,Post-splenectomy disorder (disorder),Malignancy and immunosuppression ,0
234512002,Post-splenectomy thrombocytosis (disorder),Malignancy and immunosuppression ,0
234519006,Bone marrow transplant rejection (disorder),Malignancy and immunosuppression ,0
234520000,Bone marrow transplant failure (disorder),Malignancy and immunosuppression ,0
234522008,Disease relapse in transplant marrow (disorder),Malignancy and immunosuppression ,0
234532001,Immunodeficiency disorder (disorder),Malignancy and immunosuppression ,0
234539005,Immunoglobulin heavy chain deficiency (disorder),Malignancy and immunosuppression ,0
234540007,Selective immunoglobulin E deficiency (disorder),Malignancy and immunosuppression ,0
234544003,Immunoglobulin subclass deficiency (disorder),Malignancy and immunosuppression ,0
234546001,Immunoglobulin G2 deficiency (disorder),Malignancy and immunosuppression ,0
234547005,Combined immunoglobulin G2 and G4 deficiency (disorder),Malignancy and immunosuppression ,0
234548000,Immunoglobulin G3 deficiency (disorder),Malignancy and immunosuppression ,0
234549008,Immunoglobulin G4 deficiency (disorder),Malignancy and immunosuppression ,0
234550008,Immunoglobulin G1 deficiency (disorder),Malignancy and immunosuppression ,0
234551007,Immunoglobulin A1 deficiency (disorder),Malignancy and immunosuppression ,0
234552000,Immunoglobulin A2 deficiency (disorder),Malignancy and immunosuppression ,0
234556002,Specific antibody deficiency (disorder),Malignancy and immunosuppression ,0
234559009,Anti-pneumococcal polysaccharide antibody deficiency (disorder),Malignancy and immunosuppression ,0
234571003,"Warts, hypogammaglobulinemia, infections, and myelokathexis (disorder)",Malignancy and immunosuppression ,0
234576008,Chronic familial neutropenia (disorder),Malignancy and immunosuppression ,0
234579001,Mannan-binding protein deficiency (disorder),Malignancy and immunosuppression ,0
234603007,Complement 3 deficiency (disorder),Malignancy and immunosuppression ,0
234619000,Hereditary C1 esterase inhibitor deficiency - deficient factor (disorder),Malignancy and immunosuppression ,0
234620006,Hereditary C1 esterase inhibitor deficiency - dysfunctional factor (disorder),Malignancy and immunosuppression ,0
234621005,Factor I deficiency (disorder),Malignancy and immunosuppression ,0
234631003,Immunodeficiency with major anomalies (disorder),Malignancy and immunosuppression ,0
234634006,Chromosome 18 syndromes and antibody deficiency (disorder),Malignancy and immunosuppression ,0
234639001,"Triple X syndrome, epilepsy, and hypogammaglobulinemia (disorder)",Malignancy and immunosuppression ,0
234645009,Drug-induced immunodeficiency (disorder),Malignancy and immunosuppression ,0
234646005,Graft-versus-host disease (disorder),Malignancy and immunosuppression ,0
235458006,Exploration of liver transplant (procedure),Malignancy and immunosuppression ,0
235910007,Liver transplant disorder (disorder),Malignancy and immunosuppression ,0
235911006,Liver transplant rejection (disorder),Malignancy and immunosuppression ,0
236005001,Malignant ascites (disorder),Malignancy and immunosuppression ,0
236138007,Xenograft renal transplant (procedure),Malignancy and immunosuppression ,0
236406007,Acquired immune deficiency syndrome-related nephropathy (disorder),Malignancy and immunosuppression ,0
236436003,End stage renal failure with renal transplant (disorder),Malignancy and immunosuppression ,0
236513009,Lymphoma of kidney (disorder),Malignancy and immunosuppression ,0
236569000,Primary non-function of renal transplant (disorder),Malignancy and immunosuppression ,0
236570004,Renal transplant rejection (disorder),Malignancy and immunosuppression ,0
236571000,Hyperacute rejection of renal transplant (disorder),Malignancy and immunosuppression ,0
236573002,Very mild acute rejection of renal transplant (disorder),Malignancy and immunosuppression ,0
236574008,Acute rejection of renal transplant (disorder),Malignancy and immunosuppression ,0
236575009,Acute rejection of renal transplant - grade I (disorder),Malignancy and immunosuppression ,0
236576005,Acute rejection of renal transplant - grade II (disorder),Malignancy and immunosuppression ,0
236578006,Chronic rejection of renal transplant (disorder),Malignancy and immunosuppression ,0
236580000,Chronic rejection of renal transplant - grade II (disorder),Malignancy and immunosuppression ,0
236582008,Acute-on-chronic rejection of renal transplant (disorder),Malignancy and immunosuppression ,0
236583003,Failed renal transplant (disorder),Malignancy and immunosuppression ,0
236585005,De novo transplant disease (disorder),Malignancy and immunosuppression ,0
236587002,Transplant glomerulopathy (disorder),Malignancy and immunosuppression ,0
236589004,Transplant glomerulopathy - late form (disorder),Malignancy and immunosuppression ,0
237252008,Placental site trophoblastic tumor (disorder),Malignancy and immunosuppression ,0
237833006,Carcinoid crisis (disorder),Malignancy and immunosuppression ,0
238931006,Eosinophilic cellulitis (disorder),Malignancy and immunosuppression ,0
239791005,Seropositive rheumatoid arthritis (disorder),Malignancy and immunosuppression ,0
239792003,Seronegative rheumatoid arthritis (disorder),Malignancy and immunosuppression ,0
239793008,Rheumatoid arthritis with organ / system involvement (disorder),Malignancy and immunosuppression ,0
239795001,Rheumatoid arthritis with multisystem involvement (disorder),Malignancy and immunosuppression ,0
239942007,Systemic rheumatoid vasculitis (disorder),Malignancy and immunosuppression ,0
239943002,Necrotizing rheumatoid vasculitis (disorder),Malignancy and immunosuppression ,0
240790002,Schistosomal hepatomegaly (disorder),Malignancy and immunosuppression ,0
248693006,Chronic idiopathic neutropenia (disorder),Malignancy and immunosuppression ,0
253000007,Neuroendocrine carcinoma (disorder),Malignancy and immunosuppression ,0
253001006,Merkel cell carcinoma (disorder),Malignancy and immunosuppression ,0
253003009,Carcinoid bronchial adenoma (disorder),Malignancy and immunosuppression ,0
253017000,Klatskin tumor,Malignancy and immunosuppression ,0
253042009,Myxoid dermatofibrosarcoma protuberans (disorder),Malignancy and immunosuppression ,0
254290004,Lymphoproliferative disorder following transplantation (disorder),Malignancy and immunosuppression ,0
254427006,Carcinoma of anterior part of floor of mouth (disorder),Malignancy and immunosuppression ,0
254434008,Carcinoma of hard palate (disorder),Malignancy and immunosuppression ,0
254435009,Carcinoma of soft palate (disorder),Malignancy and immunosuppression ,0
254437001,Squamous cell carcinoma of buccal mucosa (disorder),Malignancy and immunosuppression ,0
254457002,Carcinoma of retromolar area (disorder),Malignancy and immunosuppression ,0
254459004,Malignant tumor of anterior pillar of fauces (disorder),Malignancy and immunosuppression ,0
254462001,Carcinoma of parotid gland (disorder),Malignancy and immunosuppression ,0
254465004,Carcinoma of submandibular gland (disorder),Malignancy and immunosuppression ,0
254551004,Carcinoma of lower third of esophagus (disorder),Malignancy and immunosuppression ,0
254553001,Carcinoma of cardia (disorder),Malignancy and immunosuppression ,0
254557000,Carcinoma of body of stomach (disorder),Malignancy and immunosuppression ,0
254559002,Carcinoma of pyloric antrum (disorder),Malignancy and immunosuppression ,0
254563009,Carcinoma of lesser curve of stomach (disorder),Malignancy and immunosuppression ,0
254570009,Carcinoma of duodenum (disorder),Malignancy and immunosuppression ,0
254582000,Adenocarcinoma of rectum (disorder),Malignancy and immunosuppression ,0
254586002,Malignant tumor of anorectal junction (disorder),Malignancy and immunosuppression ,0
254601002,Sarcoma of liver (disorder),Malignancy and immunosuppression ,0
254609000,Carcinoma of ampulla of Vater (disorder),Malignancy and immunosuppression ,0
254611009,Malignant tumor of endocrine pancreas (disorder),Malignancy and immunosuppression ,0
254612002,Carcinoma of endocrine pancreas (disorder),Malignancy and immunosuppression ,0
254619006,Adenoid cystic carcinoma of trachea (disorder),Malignancy and immunosuppression ,0
254620000,Squamous cell carcinoma of trachea (disorder),Malignancy and immunosuppression ,0
254622008,Squamous cell carcinoma of bronchus (disorder),Malignancy and immunosuppression ,0
254625005,Malignant tumor of lung parenchyma (disorder),Malignancy and immunosuppression ,0
254626006,Adenocarcinoma of lung (disorder),Malignancy and immunosuppression ,0
254627002,Carcinoid tumor of lung (disorder),Malignancy and immunosuppression ,0
254628007,Carcinoma of lung parenchyma (disorder),Malignancy and immunosuppression ,0
254629004,Large cell carcinoma of lung (disorder),Malignancy and immunosuppression ,0
254632001,Small cell carcinoma of lung (disorder),Malignancy and immunosuppression ,0
254634000,Squamous cell carcinoma of lung (disorder),Malignancy and immunosuppression ,0
254635004,Epithelioid hemangioendothelioma of lung (disorder),Malignancy and immunosuppression ,0
254637007,Non-small cell lung cancer (disorder),Malignancy and immunosuppression ,0
254638002,Pancoast tumor (disorder),Malignancy and immunosuppression ,0
254645002,Malignant mesothelioma of pleura (disorder),Malignancy and immunosuppression ,0
254653005,Spindle cell squamous carcinoma of skin (disorder),Malignancy and immunosuppression ,0
